Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_subtype,cell_subtype_surface_markers,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,subject_status,tissue
SRR8478602,RNA-Seq,124,348256604,PRJNA516681,SAMN10793728,170374767,immune cells,CD45+,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5283570,GSM3576426,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576426,Ileum immune cell,SRP181666,control,ileum
SRR8478605,RNA-Seq,124,439238380,PRJNA516681,SAMN10793727,218213911,immune cells,CD45+,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478612,RNA-Seq,124,769804648,PRJNA516681,SAMN10793727,381792335,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478627,RNA-Seq,124,992372372,PRJNA516681,SAMN10793726,442139802,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5283572,GSM3576428,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576428,Ileum immune cell,SRP181666,control,ileum
SRR8478628,RNA-Seq,124,1793483548,PRJNA516681,SAMN10793726,816026449,immune cells,CD45+,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283572,GSM3576428,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576428,Ileum immune cell,SRP181666,control,ileum
SRR8478629,RNA-Seq,124,2231042348,PRJNA516681,SAMN10793724,1022066083,immune cells,CD45+,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5283573,GSM3576429,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576429,Ileum immune cell,SRP181666,control,ileum
SRR8478630,RNA-Seq,124,1302300576,PRJNA516681,SAMN10793724,590270276,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283573,GSM3576429,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576429,Ileum immune cell,SRP181666,control,ileum
SRR8478632,RNA-Seq,124,1752655556,PRJNA516681,SAMN10793724,803292503,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283573,GSM3576429,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576429,Ileum immune cell,SRP181666,control,ileum
SRR8478636,RNA-Seq,124,1449070572,PRJNA516681,SAMN10793724,627023371,immune cells,CD45+,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283573,GSM3576429,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576429,Ileum immune cell,SRP181666,control,ileum
SRR8478643,RNA-Seq,124,1339742748,PRJNA516681,SAMN10793722,576484153,immune cells,CD45+,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5283574,GSM3576430,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576430,Ileum immune cell,SRP181666,control,ileum
SRR8478403,RNA-Seq,124,1110013404,PRJNA516681,SAMN10793773,484735218,immune cells,CD45+,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5283541,GSM3576397,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576397,Rectum immune cell,SRP181666,control,rectum
SRR8478405,RNA-Seq,124,2507170384,PRJNA516681,SAMN10793772,1220681384,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283542,GSM3576398,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576398,Rectum immune cell,SRP181666,control,rectum
SRR8478407,RNA-Seq,124,1250070908,PRJNA516681,SAMN10793772,601206868,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5283542,GSM3576398,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576398,Rectum immune cell,SRP181666,control,rectum
SRR8478408,RNA-Seq,124,1264685920,PRJNA516681,SAMN10793772,607918895,immune cells,CD45+,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5283542,GSM3576398,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576398,Rectum immune cell,SRP181666,control,rectum
SRR8478409,RNA-Seq,124,2344195696,PRJNA516681,SAMN10793771,1100295011,immune cells,CD45+,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5283543,GSM3576399,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576399,Rectum immune cell,SRP181666,UC,rectum
SRR8478414,RNA-Seq,124,719590848,PRJNA516681,SAMN10793770,335046930,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5283544,GSM3576400,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576400,Rectum immune cell,SRP181666,UC,rectum
SRR8478417,RNA-Seq,124,1692953772,PRJNA516681,SAMN10793769,735641410,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5283545,GSM3576401,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576401,Rectum immune cell,SRP181666,UC,rectum
SRR8478421,RNA-Seq,124,1199030648,PRJNA516681,SAMN10793769,550254199,immune cells,CD45+,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5283545,GSM3576401,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576401,Rectum immune cell,SRP181666,UC,rectum
SRR8478429,RNA-Seq,124,1855169704,PRJNA516681,SAMN10793767,876975567,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283547,GSM3576403,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576403,Rectum immune cell,SRP181666,UC,rectum
SRR8478431,RNA-Seq,124,1598911056,PRJNA516681,SAMN10793767,745912500,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5283547,GSM3576403,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576403,Rectum immune cell,SRP181666,UC,rectum
SRR8478432,RNA-Seq,124,2218576132,PRJNA516681,SAMN10793767,1056782671,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5283547,GSM3576403,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576403,Rectum immune cell,SRP181666,UC,rectum
SRR8478433,RNA-Seq,124,1874489028,PRJNA516681,SAMN10793766,896704322,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5283548,GSM3576404,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576404,Rectum immune cell,SRP181666,UC,rectum
SRR8478438,RNA-Seq,124,1802623216,PRJNA516681,SAMN10793816,841622719,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5283549,GSM3576405,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576405,Rectum immune cell,SRP181666,UC,rectum
SRR8478439,RNA-Seq,124,1440648864,PRJNA516681,SAMN10793816,662367764,immune cells,CD45+,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283549,GSM3576405,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576405,Rectum immune cell,SRP181666,UC,rectum
SRR8478440,RNA-Seq,124,1953053692,PRJNA516681,SAMN10793816,907245762,immune cells,CD45+,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5283549,GSM3576405,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576405,Rectum immune cell,SRP181666,UC,rectum
SRR8478442,RNA-Seq,124,794923204,PRJNA516681,SAMN10793815,390015740,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283550,GSM3576406,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576406,Rectum immune cell,SRP181666,control,rectum
SRR8478446,RNA-Seq,124,500343348,PRJNA516681,SAMN10793815,242457886,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX5283550,GSM3576406,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576406,Rectum immune cell,SRP181666,control,rectum
SRR8478447,RNA-Seq,124,486165684,PRJNA516681,SAMN10793815,236567655,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283550,GSM3576406,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576406,Rectum immune cell,SRP181666,control,rectum
SRR8478448,RNA-Seq,124,489291352,PRJNA516681,SAMN10793815,239584885,immune cells,CD45+,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5283550,GSM3576406,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576406,Rectum immune cell,SRP181666,control,rectum
SRR8478450,RNA-Seq,124,784393372,PRJNA516681,SAMN10793815,385192053,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5283550,GSM3576406,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576406,Rectum immune cell,SRP181666,control,rectum
SRR8478451,RNA-Seq,124,787851980,PRJNA516681,SAMN10793815,389184269,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5283550,GSM3576406,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576406,Rectum immune cell,SRP181666,control,rectum
SRR8478456,RNA-Seq,124,513869640,PRJNA516681,SAMN10793815,259381581,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5283550,GSM3576406,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576406,Rectum immune cell,SRP181666,control,rectum
SRR8478458,RNA-Seq,124,373541444,PRJNA516681,SAMN10793814,177096922,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5283551,GSM3576407,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576407,Rectum immune cell,SRP181666,control,rectum
SRR8478461,RNA-Seq,124,356784704,PRJNA516681,SAMN10793814,176525664,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5283551,GSM3576407,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576407,Rectum immune cell,SRP181666,control,rectum
SRR8478462,RNA-Seq,124,545856308,PRJNA516681,SAMN10793814,261559268,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5283551,GSM3576407,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576407,Rectum immune cell,SRP181666,control,rectum
SRR8478464,RNA-Seq,124,533165776,PRJNA516681,SAMN10793814,258032611,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5283551,GSM3576407,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576407,Rectum immune cell,SRP181666,control,rectum
SRR8478466,RNA-Seq,124,421484060,PRJNA516681,SAMN10793814,205395543,immune cells,CD45+,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5283551,GSM3576407,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576407,Rectum immune cell,SRP181666,control,rectum
SRR8478467,RNA-Seq,124,423115528,PRJNA516681,SAMN10793814,207580184,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283551,GSM3576407,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576407,Rectum immune cell,SRP181666,control,rectum
SRR8478475,RNA-Seq,124,2322134608,PRJNA516681,SAMN10793813,1065334499,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5283552,GSM3576408,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576408,Rectum immune cell,SRP181666,control,rectum
SRR8478483,RNA-Seq,124,1666174608,PRJNA516681,SAMN10793812,719555766,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5283553,GSM3576409,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576409,Rectum immune cell,SRP181666,control,rectum
SRR8478484,RNA-Seq,124,1208756588,PRJNA516681,SAMN10793812,518889399,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283553,GSM3576409,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576409,Rectum immune cell,SRP181666,control,rectum
SRR8478492,RNA-Seq,124,1993071716,PRJNA516681,SAMN10793811,866703375,immune cells,CD45+,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5283554,GSM3576410,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576410,Rectum immune cell,SRP181666,control,rectum
SRR8478495,RNA-Seq,124,1032066880,PRJNA516681,SAMN10793810,442824687,immune cells,CD45+,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5283555,GSM3576411,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576411,Blood immune cell,SRP181666,control,PBMC
SRR8478496,RNA-Seq,124,1296821512,PRJNA516681,SAMN10793810,564505321,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283555,GSM3576411,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576411,Blood immune cell,SRP181666,control,PBMC
SRR8478497,RNA-Seq,124,3806020536,PRJNA516681,SAMN10793809,1743972278,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5283556,GSM3576412,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576412,Blood immune cell,SRP181666,control,PBMC
SRR8478501,RNA-Seq,124,1806140476,PRJNA516681,SAMN10793809,878812950,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283556,GSM3576412,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576412,Blood immune cell,SRP181666,control,PBMC
SRR8478504,RNA-Seq,124,1532247664,PRJNA516681,SAMN10793809,752593945,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5283556,GSM3576412,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576412,Blood immune cell,SRP181666,control,PBMC
SRR8478505,RNA-Seq,124,1082957596,PRJNA516681,SAMN10793808,498544423,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283557,GSM3576413,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576413,Blood immune cell,SRP181666,UC,PBMC
SRR8478509,RNA-Seq,124,1705142848,PRJNA516681,SAMN10793807,798445442,immune cells,CD45+,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5283558,GSM3576414,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576414,Blood immune cell,SRP181666,UC,PBMC
SRR8478514,RNA-Seq,124,807581744,PRJNA516681,SAMN10793806,341529446,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5283559,GSM3576415,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576415,Blood immune cell,SRP181666,UC,PBMC
SRR8478515,RNA-Seq,124,2519147048,PRJNA516681,SAMN10793806,1069026234,immune cells,CD45+,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5283559,GSM3576415,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576415,Blood immune cell,SRP181666,UC,PBMC
SRR8478518,RNA-Seq,124,2191886000,PRJNA516681,SAMN10793806,983024294,immune cells,CD45+,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5283559,GSM3576415,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576415,Blood immune cell,SRP181666,UC,PBMC
SRR8478520,RNA-Seq,124,1443625732,PRJNA516681,SAMN10793806,652423892,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5283559,GSM3576415,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576415,Blood immune cell,SRP181666,UC,PBMC
SRR8478523,RNA-Seq,124,1934711860,PRJNA516681,SAMN10793805,906453549,immune cells,CD45+,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5283560,GSM3576416,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576416,Blood immune cell,SRP181666,UC,PBMC
SRR8478526,RNA-Seq,124,820593808,PRJNA516681,SAMN10793804,380177356,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5283561,GSM3576417,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576417,Blood immune cell,SRP181666,UC,PBMC
SRR8478529,RNA-Seq,124,1811098368,PRJNA516681,SAMN10793803,848401223,immune cells,CD45+,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5283562,GSM3576418,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576418,Blood immune cell,SRP181666,UC,PBMC
SRR8478532,RNA-Seq,124,1630786000,PRJNA516681,SAMN10793803,774311162,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283562,GSM3576418,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576418,Blood immune cell,SRP181666,UC,PBMC
SRR8478533,RNA-Seq,124,1387205980,PRJNA516681,SAMN10793802,650511624,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5283563,GSM3576419,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576419,Blood immune cell,SRP181666,UC,PBMC
SRR8478542,RNA-Seq,124,1103408296,PRJNA516681,SAMN10793801,526790118,immune cells,CD45+,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5283564,GSM3576420,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576420,Blood immune cell,SRP181666,control,PBMC
SRR8478543,RNA-Seq,124,1077585296,PRJNA516681,SAMN10793801,516330408,immune cells,CD45+,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5283564,GSM3576420,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576420,Blood immune cell,SRP181666,control,PBMC
SRR8478544,RNA-Seq,124,1078750772,PRJNA516681,SAMN10793801,520452908,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283564,GSM3576420,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576420,Blood immune cell,SRP181666,control,PBMC
SRR8478549,RNA-Seq,124,1649882000,PRJNA516681,SAMN10793801,785066863,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5283564,GSM3576420,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576420,Blood immune cell,SRP181666,control,PBMC
SRR8478554,RNA-Seq,124,309108688,PRJNA516681,SAMN10793733,149200132,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283565,GSM3576421,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576421,Blood immune cell,SRP181666,control,PBMC
SRR8478556,RNA-Seq,124,301849108,PRJNA516681,SAMN10793733,147169821,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5283565,GSM3576421,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576421,Blood immune cell,SRP181666,control,PBMC
SRR8478563,RNA-Seq,124,349404596,PRJNA516681,SAMN10793733,171057879,immune cells,CD45+,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283565,GSM3576421,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576421,Blood immune cell,SRP181666,control,PBMC
SRR8478566,RNA-Seq,124,314861048,PRJNA516681,SAMN10793733,153284544,immune cells,CD45+,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283565,GSM3576421,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576421,Blood immune cell,SRP181666,control,PBMC
