Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[disease]	Characteristics[organism part]	Characteristics[sampling site]	Characteristics[FACS sorting]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Comment[index file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[disease]	Factor Value[sampling site]	Factor Value[FACS sorting]
SKN8090528	ERS5690536	SAMEA8003287	Homo sapiens	E2	adult	female	atopic eczema	skin of body	epidermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090528	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090528	sequencing assay	ERX5053655	SKN8090528.bam	SKN8090528.bam	ERR5263319	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263319/SKN8090528.bam	SKN8090528_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090528_S1_L001_R1_001.fastq.gz	SKN8090528_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090528_S1_L001_R2_001.fastq.gz	SKN8090528_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	CD45+
SKN8090529	ERS5690537	SAMEA8003288	Homo sapiens	E2	adult	female	atopic eczema	skin of body	epidermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090529	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090529	sequencing assay	ERX5053656	SKN8090529.bam	SKN8090529.bam	ERR5263320	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263320/SKN8090529.bam	SKN8090529_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090529_S1_L001_R1_001.fastq.gz	SKN8090529_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090529_S1_L001_R2_001.fastq.gz	SKN8090529_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	CD45-
SKN8090530	ERS5690538	SAMEA8003289	Homo sapiens	E2	adult	female	atopic eczema	skin of body	dermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090530	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090530	sequencing assay	ERX5053657	SKN8090530.bam	SKN8090530.bam	ERR5263321	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263321/SKN8090530.bam	SKN8090530_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090530_S1_L001_R1_001.fastq.gz	SKN8090530_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090530_S1_L001_R2_001.fastq.gz	SKN8090530_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	CD45+
SKN8090531	ERS5690539	SAMEA8003290	Homo sapiens	E2	adult	female	atopic eczema	skin of body	dermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090531	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090531	sequencing assay	ERX5053658	SKN8090531.bam	SKN8090531.bam	ERR5263322	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263322/SKN8090531.bam	SKN8090531_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090531_S1_L001_R1_001.fastq.gz	SKN8090531_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090531_S1_L001_R2_001.fastq.gz	SKN8090531_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	CD45-
SKN8090536	ERS5690540	SAMEA8003291	Homo sapiens	E3	adult	male	atopic eczema	skin of body	dermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090536	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090536	sequencing assay	ERX5053659	SKN8090536.bam	SKN8090536.bam	ERR5263323	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263323/SKN8090536.bam	SKN8090536_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090536_S1_L001_R1_001.fastq.gz	SKN8090536_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090536_S1_L001_R2_001.fastq.gz	SKN8090536_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	CD45+
SKN8090537	ERS5690541	SAMEA8003292	Homo sapiens	E3	adult	male	atopic eczema	skin of body	dermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090537	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090537	sequencing assay	ERX5053660	SKN8090537.bam	SKN8090537.bam	ERR5263324	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263324/SKN8090537.bam	SKN8090537_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090537_S1_L001_R1_001.fastq.gz	SKN8090537_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090537_S1_L001_R2_001.fastq.gz	SKN8090537_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	CD45-
SKN8090538	ERS5690542	SAMEA8003293	Homo sapiens	E3	adult	male	atopic eczema	skin of body	epidermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090538	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090538	sequencing assay	ERX5053661	SKN8090538.bam	SKN8090538.bam	ERR5263325	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263325/SKN8090538.bam	SKN8090538_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090538_S1_L001_R1_001.fastq.gz	SKN8090538_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090538_S1_L001_R2_001.fastq.gz	SKN8090538_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	CD45+
SKN8090539	ERS5690543	SAMEA8003294	Homo sapiens	E3	adult	male	atopic eczema	skin of body	epidermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090539	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090539	sequencing assay	ERX5053662	SKN8090539.bam	SKN8090539.bam	ERR5263326	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263326/SKN8090539.bam	SKN8090539_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090539_S1_L001_R1_001.fastq.gz	SKN8090539_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090539_S1_L001_R2_001.fastq.gz	SKN8090539_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	CD45-
SKN8090540	ERS5690544	SAMEA8003295	Homo sapiens	E3	adult	male	atopic eczema	skin of body	dermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090540	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090540	sequencing assay	ERX5053663	SKN8090540.bam	SKN8090540.bam	ERR5263327	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263327/SKN8090540.bam	SKN8090540_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090540_S1_L001_R1_001.fastq.gz	SKN8090540_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090540_S1_L001_R2_001.fastq.gz	SKN8090540_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	CD45+
SKN8090541	ERS5690545	SAMEA8003296	Homo sapiens	E3	adult	male	atopic eczema	skin of body	dermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090541	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090541	sequencing assay	ERX5053664	SKN8090541.bam	SKN8090541.bam	ERR5263328	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263328/SKN8090541.bam	SKN8090541_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090541_S1_L001_R1_001.fastq.gz	SKN8090541_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090541_S1_L001_R2_001.fastq.gz	SKN8090541_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	CD45-
SKN8090542	ERS5690546	SAMEA8003297	Homo sapiens	E3	adult	male	atopic eczema	skin of body	epidermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090542	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090542	sequencing assay	ERX5053665	SKN8090542.bam	SKN8090542.bam	ERR5263329	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263329/SKN8090542.bam	SKN8090542_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090542_S1_L001_R1_001.fastq.gz	SKN8090542_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090542_S1_L001_R2_001.fastq.gz	SKN8090542_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	CD45+
SKN8090543	ERS5690547	SAMEA8003298	Homo sapiens	E3	adult	male	atopic eczema	skin of body	epidermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090543	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090543	sequencing assay	ERX5053666	SKN8090543.bam	SKN8090543.bam	ERR5263330	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263330/SKN8090543.bam	SKN8090543_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090543_S1_L001_R1_001.fastq.gz	SKN8090543_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090543_S1_L001_R2_001.fastq.gz	SKN8090543_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	CD45-
SKN8090548	ERS5690548	SAMEA8003299	Homo sapiens	E4	adult	male	atopic eczema	skin of body	dermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090548	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090548	sequencing assay	ERX5053667	SKN8090548.bam	SKN8090548.bam	ERR5263331	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263331/SKN8090548.bam	SKN8090548_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090548_S1_L001_R1_001.fastq.gz	SKN8090548_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090548_S1_L001_R2_001.fastq.gz	SKN8090548_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	CD45+
SKN8090549	ERS5690549	SAMEA8003300	Homo sapiens	E4	adult	male	atopic eczema	skin of body	dermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090549	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090549	sequencing assay	ERX5053668	SKN8090549.bam	SKN8090549.bam	ERR5263332	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263332/SKN8090549.bam	SKN8090549_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090549_S1_L001_R1_001.fastq.gz	SKN8090549_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090549_S1_L001_R2_001.fastq.gz	SKN8090549_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	CD45-
SKN8090550	ERS5690550	SAMEA8003301	Homo sapiens	E4	adult	male	atopic eczema	skin of body	epidermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090550	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090550	sequencing assay	ERX5053669	SKN8090550.bam	SKN8090550.bam	ERR5263333	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263333/SKN8090550.bam	SKN8090550_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090550_S1_L001_R1_001.fastq.gz	SKN8090550_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090550_S1_L001_R2_001.fastq.gz	SKN8090550_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	CD45+
SKN8090551	ERS5690551	SAMEA8003302	Homo sapiens	E4	adult	male	atopic eczema	skin of body	epidermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090551	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090551	sequencing assay	ERX5053670	SKN8090551.bam	SKN8090551.bam	ERR5263334	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263334/SKN8090551.bam	SKN8090551_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090551_S1_L001_R1_001.fastq.gz	SKN8090551_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090551_S1_L001_R2_001.fastq.gz	SKN8090551_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	CD45-
SKN8090552	ERS5690552	SAMEA8003303	Homo sapiens	E4	adult	male	atopic eczema	skin of body	dermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090552	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090552	sequencing assay	ERX5053671	SKN8090552.bam	SKN8090552.bam	ERR5263335	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263335/SKN8090552.bam	SKN8090552_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090552_S1_L001_R1_001.fastq.gz	SKN8090552_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090552_S1_L001_R2_001.fastq.gz	SKN8090552_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	CD45+
SKN8090553	ERS5690553	SAMEA8003304	Homo sapiens	E4	adult	male	atopic eczema	skin of body	dermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090553	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090553	sequencing assay	ERX5053672	SKN8090553.bam	SKN8090553.bam	ERR5263336	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263336/SKN8090553.bam	SKN8090553_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090553_S1_L001_R1_001.fastq.gz	SKN8090553_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090553_S1_L001_R2_001.fastq.gz	SKN8090553_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	CD45-
SKN8090554	ERS5690554	SAMEA8003305	Homo sapiens	E4	adult	male	atopic eczema	skin of body	epidermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090554	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090554	sequencing assay	ERX5053673	SKN8090554.bam	SKN8090554.bam	ERR5263337	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263337/SKN8090554.bam	SKN8090554_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090554_S1_L001_R1_001.fastq.gz	SKN8090554_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090554_S1_L001_R2_001.fastq.gz	SKN8090554_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	CD45+
SKN8090555	ERS5690555	SAMEA8003306	Homo sapiens	E4	adult	male	atopic eczema	skin of body	epidermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090555	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090555	sequencing assay	ERX5053674	SKN8090555.bam	SKN8090555.bam	ERR5263338	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263338/SKN8090555.bam	SKN8090555_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090555_S1_L001_R1_001.fastq.gz	SKN8090555_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090555_S1_L001_R2_001.fastq.gz	SKN8090555_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	CD45-
SKN8090560	ERS5690556	SAMEA8003307	Homo sapiens	E1	adult	male	atopic eczema	skin of body	epidermis	live single	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090560	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090560	sequencing assay	ERX5053675	SKN8090560.bam	SKN8090560.bam	ERR5263339	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263339/SKN8090560.bam	SKN8090560_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090560_S1_L001_R1_001.fastq.gz	SKN8090560_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090560_S1_L001_R2_001.fastq.gz	SKN8090560_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	live single
